,StudentID,Problem,Step,Success,Skill,Opportunity,Student_ID
126,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_O,(CIRCUMFERENCE QUESTION1),1,circle-circumference,1,11
127,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_O,(DIAMETER QUESTION2),0,circle-diameter,2,11
128,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_O,(AREA QUESTION2),0,circle-area,2,11
129,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,2,11
130,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_O,(RADIUS QUESTION3),0,circle-area,3,11
131,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_O,(DIAMETER QUESTION3),0,circle-diameter,3,11
132,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_O,(CIRCUMFERENCE QUESTION3),1,circle-circumference,3,11
133,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_O,(DIAMETER QUESTION4),1,circle-circumference,4,11
134,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_O,(RADIUS QUESTION4),0,circle-diameter,4,11
135,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_O,(AREA QUESTION4),0,circle-area,4,11
136,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,LAWN_SPRINKLER,(AREA QUESTION1),0,circle-area,5,11
137,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,COVERING_POOL,(RADIUS QUESTION1),0,circle-area,6,11
138,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,COVERING_POOL,(DIAMETER QUESTION1),0,circle-diameter,5,11
139,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,DOG_ON_A_ROPE,(AREA QUESTION1),0,circle-area,7,11
140,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),0,circle-circumference,5,11
141,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),0,square-area,20,11
142,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),0,circle-area,8,11
143,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),0,compose-by-addition,7,11
144,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_DIAMETER,(RADIUS QUESTION1),0,circle-diameter,6,11
145,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_DIAMETER,(AREA QUESTION1),0,circle-area,9,11
146,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),0,circle-circumference,6,11
147,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_RADIUS,(DIAMETER QUESTION2),0,circle-diameter,7,11
148,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_RADIUS,(AREA QUESTION2),0,circle-area,10,11
149,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_RADIUS,(CIRCUMFERENCE QUESTION2),1,circle-circumference,7,11
150,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_AREA,(RADIUS QUESTION3),1,circle-area,11,11
151,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_AREA,(DIAMETER QUESTION3),1,circle-diameter,8,11
152,Stu_02ee1b3f31a6f6a7f4b8012298b2395e,CIRCLE_AREA,(CIRCUMFERENCE QUESTION3),1,circle-circumference,8,11
153,Stu_04317acc6cccc2fac0b953aee8ba956c,PENTAGON,(AREA QUESTION1),1,pentagon-area,1,6
154,Stu_04317acc6cccc2fac0b953aee8ba956c,PENTAGON,(APOTHEM QUESTION2),0,pentagon-area,2,6
155,Stu_04317acc6cccc2fac0b953aee8ba956c,PENTAGON,(SIDE QUESTION3),0,pentagon-area,3,6
156,Stu_04317acc6cccc2fac0b953aee8ba956c,TRIANGLE_RECTANGLE,(BASE QUESTION1),0,compose-by-multiplication,1,6
157,Stu_04317acc6cccc2fac0b953aee8ba956c,TRIANGLE_RECTANGLE,(AREA QUESTION1),0,triangle-area,1,6
158,Stu_04317acc6cccc2fac0b953aee8ba956c,DESIGNING_A_QUILT,(AREA QUESTION1),1,triangle-area,2,6
159,Stu_09e34be8c3a4c82fb0781173c6f485e4,RECTANGLE_HEIGHT,(HEIGHT QUESTION2),0,square-area,1,40
160,Stu_09e34be8c3a4c82fb0781173c6f485e4,RECTANGLE_BASE,(BASE QUESTION3),0,square-area,2,40
161,Stu_09e34be8c3a4c82fb0781173c6f485e4,PARALLELOGRAM_HEIGHT,(HEIGHT QUESTION2),0,parallelogram-area,1,40
162,Stu_09e34be8c3a4c82fb0781173c6f485e4,TRAPEZOID_ABCD,(AREA QUESTION1),0,trapezoid-area,1,40
163,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON_ABCDE,(AREA QUESTION1),0,pentagon-area,1,12
164,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,2,12
165,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,3,12
166,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON,(AREA QUESTION1),1,pentagon-area,4,12
167,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON,(APOTHEM QUESTION2),0,pentagon-area,5,12
168,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON,(SIDE QUESTION3),0,pentagon-area,6,12
169,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON_ABCDE,(AREA QUESTION1),1,pentagon-area,7,12
170,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON_ABCDE,(APOTHEM QUESTION2),1,pentagon-area,8,12
171,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON_ABCDE,(SIDE QUESTION3),1,pentagon-area,9,12
172,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON,(AREA QUESTION1),1,pentagon-area,10,12
173,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON,(APOTHEM QUESTION2),0,pentagon-area,11,12
174,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,PENTAGON,(SIDE QUESTION3),0,pentagon-area,12,12
175,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(RADIUS QUESTION1),1,circle-diameter,1,12
176,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(AREA QUESTION1),0,circle-area,1,12
177,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(CIRCUMFERENCE QUESTION1),1,circle-circumference,1,12
178,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(DIAMETER QUESTION2),1,circle-diameter,2,12
179,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(AREA QUESTION2),0,circle-area,2,12
180,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(CIRCUMFERENCE QUESTION2),1,circle-circumference,2,12
181,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(DIAMETER QUESTION4),1,circle-circumference,3,12
182,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(RADIUS QUESTION4),1,circle-diameter,3,12
183,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(AREA QUESTION4),1,circle-area,3,12
184,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(DIAMETER QUESTION3),0,circle-diameter,4,12
185,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(RADIUS QUESTION3),1,circle-area,4,12
186,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_O,(CIRCUMFERENCE QUESTION3),1,circle-circumference,4,12
187,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,LAWN_SPRINKLER,(AREA QUESTION1),1,circle-area,5,12
188,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,COVERING_POOL,(RADIUS QUESTION1),1,circle-area,6,12
189,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,COVERING_POOL,(DIAMETER QUESTION1),0,circle-diameter,5,12
190,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,DOG_ON_A_ROPE,(AREA QUESTION1),1,circle-area,7,12
191,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,DOG_ON_A_ROPE,(CIRCUMFERENCE QUESTION1),1,circle-circumference,5,12
192,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,LAWN_SPRINKLER_2,(WATERED-LAWN-AREA QUESTION1),1,circle-area,8,12
193,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,LAWN_SPRINKLER_2,(TOTAL-LAWN-AREA QUESTION1),1,square-area,1,12
194,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,LAWN_SPRINKLER_2,(UNWATERED-LAWN-AREA QUESTION1),1,compose-by-addition,1,12
195,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_DIAMETER,(RADIUS QUESTION1),1,circle-diameter,6,12
196,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_DIAMETER,(AREA QUESTION1),1,circle-area,9,12
197,Stu_0dc180ab4196c3c75b62bfc5e01e6ee2,CIRCLE_DIAMETER,(CIRCUMFERENCE QUESTION1),1,circle-circumference,6,12
